instruction,ISA,depend on macro,valid,why invalid,tested,comment
BX_IA_AESKEYGENASSIST_VdqWdqIb,BX_ISA_AES_PCLMULQDQ,BX_CPU_LEVEL>=6,Y,,0,AES instructions
BX_IA_AESENC_VdqWdq,BX_ISA_AES_PCLMULQDQ,BX_CPU_LEVEL>=6,Y,,0,AES instructions
BX_IA_AESENCLAST_VdqWdq,BX_ISA_AES_PCLMULQDQ,BX_CPU_LEVEL>=6,Y,,0,AES instructions
BX_IA_AESDEC_VdqWdq,BX_ISA_AES_PCLMULQDQ,BX_CPU_LEVEL>=6,Y,,0,AES instructions
BX_IA_AESDECLAST_VdqWdq,BX_ISA_AES_PCLMULQDQ,BX_CPU_LEVEL>=6,Y,,0,AES instructions
BX_IA_PCLMULQDQ_VdqWdqIb,BX_ISA_AES_PCLMULQDQ,BX_CPU_LEVEL>=6,Y,,2,AES instructions
BX_IA_SHA1NEXTE_VdqWdq,BX_ISA_SHA,BX_CPU_LEVEL>=6,Y,,0,SHA instructions
BX_IA_SHA1MSG1_VdqWdq,BX_ISA_SHA,BX_CPU_LEVEL>=6,Y,,0,SHA instructions
BX_IA_SHA1MSG2_VdqWdq,BX_ISA_SHA,BX_CPU_LEVEL>=6,Y,,0,SHA instructions
BX_IA_SHA256RNDS2_VdqWdq,BX_ISA_SHA,BX_CPU_LEVEL>=6,Y,,0,SHA instructions
BX_IA_SHA256MSG1_VdqWdq,BX_ISA_SHA,BX_CPU_LEVEL>=6,Y,,0,SHA instructions
BX_IA_SHA256MSG2_VdqWdq,BX_ISA_SHA,BX_CPU_LEVEL>=6,Y,,0,SHA instructions
BX_IA_SHA1RNDS4_VdqWdqIb,BX_ISA_SHA,BX_CPU_LEVEL>=6,Y,,0,SHA instructions
BX_IA_GF2P8AFFINEQB_VdqWdqIb,BX_ISA_GFNI,BX_CPU_LEVEL>=6,N,not found in SDM,0,GFNI instructions
BX_IA_GF2P8AFFINEINVQB_VdqWdqIb,BX_ISA_GFNI,BX_CPU_LEVEL>=6,N,not found in SDM,0,GFNI instructions
BX_IA_GF2P8MULB_VdqWdq,BX_ISA_GFNI,BX_CPU_LEVEL>=6,N,not found in SDM,0,GFNI instructions
BX_IA_LAHF_LM,BX_ISA_LM_LAHF_SAHF,BX_SUPPORT_X86_64,Y,,25,
BX_IA_SAHF_LM,BX_ISA_LM_LAHF_SAHF,BX_SUPPORT_X86_64,Y,,25,
BX_IA_SYSCALL,0,BX_SUPPORT_X86_64,Y,,4156,
BX_IA_SYSRET,0,BX_SUPPORT_X86_64,Y,,9279,
BX_IA_ADD_GqEq,0,BX_SUPPORT_X86_64,Y,,8354737,
BX_IA_OR_GqEq,0,BX_SUPPORT_X86_64,Y,,235622,
BX_IA_ADC_GqEq,0,BX_SUPPORT_X86_64,Y,,757,
BX_IA_SBB_GqEq,0,BX_SUPPORT_X86_64,Y,,1528,
BX_IA_AND_GqEq,0,BX_SUPPORT_X86_64,Y,,550875,
BX_IA_SUB_GqEq,0,BX_SUPPORT_X86_64,Y,,2365134,
BX_IA_XOR_GqEq,0,BX_SUPPORT_X86_64,Y,,915075,
BX_IA_CMP_GqEq,0,BX_SUPPORT_X86_64,Y,,4026642,
BX_IA_ADD_EqGq,0,BX_SUPPORT_X86_64,Y,,24857904,
BX_IA_OR_EqGq,0,BX_SUPPORT_X86_64,Y,,1484683,
BX_IA_ADC_EqGq,0,BX_SUPPORT_X86_64,Y,,151210,
BX_IA_SBB_EqGq,0,BX_SUPPORT_X86_64,Y,,7766,
BX_IA_AND_EqGq,0,BX_SUPPORT_X86_64,Y,,1109210,
BX_IA_SUB_EqGq,0,BX_SUPPORT_X86_64,Y,,3985373,
BX_IA_XOR_EqGq,0,BX_SUPPORT_X86_64,Y,,780233,
BX_IA_TEST_EqGq,0,BX_SUPPORT_X86_64,Y,,21908012,
BX_IA_CMP_EqGq,0,BX_SUPPORT_X86_64,Y,,61689227,
BX_IA_ADD_RAXId,0,BX_SUPPORT_X86_64,Y,,139856,
BX_IA_OR_RAXId,0,BX_SUPPORT_X86_64,Y,,316,
BX_IA_ADC_RAXId,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_SBB_RAXId,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_AND_RAXId,0,BX_SUPPORT_X86_64,Y,,15867,
BX_IA_SUB_RAXId,0,BX_SUPPORT_X86_64,Y,,9126,
BX_IA_XOR_RAXId,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_TEST_RAXId,0,BX_SUPPORT_X86_64,Y,,818,
BX_IA_CMP_RAXId,0,BX_SUPPORT_X86_64,Y,,434543,
BX_IA_ADD_EqId,0,BX_SUPPORT_X86_64,Y,,51933486,
BX_IA_OR_EqId,0,BX_SUPPORT_X86_64,Y,,229404,
BX_IA_ADC_EqId,0,BX_SUPPORT_X86_64,Y,,475639,
BX_IA_SBB_EqId,0,BX_SUPPORT_X86_64,Y,,3882,
BX_IA_AND_EqId,0,BX_SUPPORT_X86_64,Y,,1632194,
BX_IA_SUB_EqId,0,BX_SUPPORT_X86_64,Y,,5180254,
BX_IA_XOR_EqId,0,BX_SUPPORT_X86_64,Y,,1398,
BX_IA_TEST_EqId,0,BX_SUPPORT_X86_64,Y,,92981,
BX_IA_CMP_EqId,0,BX_SUPPORT_X86_64,Y,,7064443,
BX_IA_XCHG_EqGq,0,BX_SUPPORT_X86_64,Y,,37683,
BX_IA_XCHG_RRXRAX,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_LEA_GqM,0,BX_SUPPORT_X86_64,Y,,66214821,
BX_IA_MOV_Op64_GdEd,0,BX_SUPPORT_X86_64,Y,,36722065,
BX_IA_MOV_Op64_EdGd,0,BX_SUPPORT_X86_64,Y,,39237252,
BX_IA_MOV_GqEq,0,BX_SUPPORT_X86_64,Y,,153672626,
BX_IA_MOV_EqGq,0,BX_SUPPORT_X86_64,Y,,181720407,
BX_IA_MOV_EqId,0,BX_SUPPORT_X86_64,Y,,6044777,
BX_IA_MOV_RAXOq,0,BX_SUPPORT_X86_64,Y,,88743,
BX_IA_MOV_OqRAX,0,BX_SUPPORT_X86_64,Y,,215173,
BX_IA_MOV_EAXOq,0,BX_SUPPORT_X86_64,Y,,39,
BX_IA_MOV_OqEAX,0,BX_SUPPORT_X86_64,Y,,121125,
BX_IA_MOV_AXOq,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_MOV_OqAX,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_MOV_ALOq,0,BX_SUPPORT_X86_64,Y,,94479,
BX_IA_MOV_OqAL,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_REP_MOVSQ_YqXq,0,BX_SUPPORT_X86_64,Y,,2325527,
BX_IA_REP_CMPSQ_XqYq,0,BX_SUPPORT_X86_64,Y,,4,
BX_IA_REP_STOSQ_YqRAX,0,BX_SUPPORT_X86_64,Y,,217182,
BX_IA_REP_LODSQ_RAXXq,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_REP_SCASQ_RAXYq,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_CALL_Jq,0,BX_SUPPORT_X86_64,Y,,17009270,
BX_IA_JMP_Jq,0,BX_SUPPORT_X86_64,Y,,8904141,
BX_IA_JO_Jq,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_JNO_Jq,0,BX_SUPPORT_X86_64,Y,,1,
BX_IA_JB_Jq,0,BX_SUPPORT_X86_64,Y,,12426169,
BX_IA_JNB_Jq,0,BX_SUPPORT_X86_64,Y,,3695670,
BX_IA_JZ_Jq,0,BX_SUPPORT_X86_64,Y,,68181523,
BX_IA_JNZ_Jq,0,BX_SUPPORT_X86_64,Y,,40741768,
BX_IA_JBE_Jq,0,BX_SUPPORT_X86_64,Y,,4936130,
BX_IA_JNBE_Jq,0,BX_SUPPORT_X86_64,Y,,11464688,
BX_IA_JS_Jq,0,BX_SUPPORT_X86_64,Y,,1690698,
BX_IA_JNS_Jq,0,BX_SUPPORT_X86_64,Y,,18613524,
BX_IA_JP_Jq,0,BX_SUPPORT_X86_64,Y,,503362,
BX_IA_JNP_Jq,0,BX_SUPPORT_X86_64,Y,,36943,
BX_IA_JL_Jq,0,BX_SUPPORT_X86_64,Y,,794164,
BX_IA_JNL_Jq,0,BX_SUPPORT_X86_64,Y,,1172046,
BX_IA_JLE_Jq,0,BX_SUPPORT_X86_64,Y,,2804859,
BX_IA_JNLE_Jq,0,BX_SUPPORT_X86_64,Y,,4868602,
BX_IA_ENTER_Op64_IwIb,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_LEAVE_Op64,0,BX_SUPPORT_X86_64,Y,,488392,
BX_IA_IRET_Op64,0,BX_SUPPORT_X86_64,Y,,45527,
BX_IA_SHLD_EqGq,0,BX_SUPPORT_X86_64,Y,,5,
BX_IA_SHLD_EqGqIb,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_SHRD_EqGq,0,BX_SUPPORT_X86_64,Y,,377317,
BX_IA_SHRD_EqGqIb,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_IMUL_GqEq,0,BX_SUPPORT_X86_64,Y,,1489201,
BX_IA_IMUL_GqEqId,0,BX_SUPPORT_X86_64,Y,,813742,
BX_IA_MOVZX_GqEb,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_MOVZX_GqEw,0,BX_SUPPORT_X86_64,Y,,2,
BX_IA_MOVSX_GqEb,0,BX_SUPPORT_X86_64,Y,,19821,
BX_IA_MOVSX_GqEw,0,BX_SUPPORT_X86_64,Y,,32333,
BX_IA_MOVSXD_GqEd,0,BX_SUPPORT_X86_64,Y,,26478896,
BX_IA_BSWAP_RRX,0,BX_SUPPORT_X86_64,Y,,2190,
BX_IA_BSF_GqEq,0,BX_SUPPORT_X86_64,Y,,67496,
BX_IA_BSR_GqEq,0,BX_SUPPORT_X86_64,Y,,194970,
BX_IA_BT_EqGq,0,BX_SUPPORT_X86_64,Y,,136586,
BX_IA_BTS_EqGq,0,BX_SUPPORT_X86_64,Y,,164,
BX_IA_BTR_EqGq,0,BX_SUPPORT_X86_64,Y,,78,
BX_IA_BTC_EqGq,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_BT_EqIb,0,BX_SUPPORT_X86_64,Y,,19,
BX_IA_BTS_EqIb,0,BX_SUPPORT_X86_64,Y,,21075,
BX_IA_BTR_EqIb,0,BX_SUPPORT_X86_64,Y,,6,
BX_IA_BTC_EqIb,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_NOT_Eq,0,BX_SUPPORT_X86_64,Y,,105752,
BX_IA_NEG_Eq,0,BX_SUPPORT_X86_64,Y,,104311,
BX_IA_ROL_Eq,0,BX_SUPPORT_X86_64,Y,,101,
BX_IA_ROR_Eq,0,BX_SUPPORT_X86_64,Y,,146,
BX_IA_RCL_Eq,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_RCR_Eq,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_SHL_Eq,0,BX_SUPPORT_X86_64,Y,,3093671,
BX_IA_SHR_Eq,0,BX_SUPPORT_X86_64,Y,,1671774,
BX_IA_SAR_Eq,0,BX_SUPPORT_X86_64,Y,,498801,
BX_IA_ROL_EqIb,0,BX_SUPPORT_X86_64,Y,,80334,
BX_IA_ROR_EqIb,0,BX_SUPPORT_X86_64,Y,,31186,
BX_IA_RCL_EqIb,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_RCR_EqIb,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_SHL_EqIb,0,BX_SUPPORT_X86_64,Y,,21258874,
BX_IA_SHR_EqIb,0,BX_SUPPORT_X86_64,Y,,2374272,
BX_IA_SAR_EqIb,0,BX_SUPPORT_X86_64,Y,,294221,
BX_IA_MUL_RAXEq,0,BX_SUPPORT_X86_64,Y,,861462,
BX_IA_IMUL_RAXEq,0,BX_SUPPORT_X86_64,Y,,6782,
BX_IA_DIV_RAXEq,0,BX_SUPPORT_X86_64,Y,,75284,
BX_IA_IDIV_RAXEq,0,BX_SUPPORT_X86_64,Y,,93587,
BX_IA_INC_Eq,0,BX_SUPPORT_X86_64,Y,,327419,
BX_IA_DEC_Eq,0,BX_SUPPORT_X86_64,Y,,75017,
BX_IA_CALL_Eq,0,BX_SUPPORT_X86_64,Y,,2130207,
BX_IA_CALLF_Op64_Ep,0,BX_SUPPORT_X86_64,N,not found in SDM,0,
BX_IA_JMP_Eq,0,BX_SUPPORT_X86_64,Y,,2474948,
BX_IA_JMPF_Op64_Ep,0,BX_SUPPORT_X86_64,N,not found in SDM,0,
BX_IA_PUSHF_Fq,0,BX_SUPPORT_X86_64,Y,,1155117,
BX_IA_POPF_Fq,0,BX_SUPPORT_X86_64,Y,,562450,
BX_IA_CMPXCHG_EqGq,0,BX_SUPPORT_X86_64,Y,,454148,
BX_IA_CDQE,0,BX_SUPPORT_X86_64,Y,,512991,
BX_IA_CQO,0,BX_SUPPORT_X86_64,Y,,93590,
BX_IA_XADD_EqGq,0,BX_SUPPORT_X86_64,Y,,12099,
BX_IA_RET_Op64_Iw,0,BX_SUPPORT_X86_64,Y,,59,
BX_IA_RET_Op64,0,BX_SUPPORT_X86_64,Y,,18663047,
BX_IA_RETF_Op64_Iw,0,BX_SUPPORT_X86_64,N,not found in SDM,0,
BX_IA_RETF_Op64,0,BX_SUPPORT_X86_64,N,not found in SDM,0,
BX_IA_CMOVO_GqEq,0,BX_SUPPORT_X86_64,Y,,2,
BX_IA_CMOVNO_GqEq,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_CMOVB_GqEq,0,BX_SUPPORT_X86_64,Y,,45207,
BX_IA_CMOVNB_GqEq,0,BX_SUPPORT_X86_64,Y,,54455,
BX_IA_CMOVZ_GqEq,0,BX_SUPPORT_X86_64,Y,,250922,
BX_IA_CMOVNZ_GqEq,0,BX_SUPPORT_X86_64,Y,,581993,
BX_IA_CMOVBE_GqEq,0,BX_SUPPORT_X86_64,Y,,262193,
BX_IA_CMOVNBE_GqEq,0,BX_SUPPORT_X86_64,Y,,107148,
BX_IA_CMOVS_GqEq,0,BX_SUPPORT_X86_64,Y,,1086371,
BX_IA_CMOVNS_GqEq,0,BX_SUPPORT_X86_64,Y,,166657,
BX_IA_CMOVP_GqEq,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_CMOVNP_GqEq,0,BX_SUPPORT_X86_64,Y,,90,
BX_IA_CMOVL_GqEq,0,BX_SUPPORT_X86_64,Y,,47507,
BX_IA_CMOVNL_GqEq,0,BX_SUPPORT_X86_64,Y,,271844,
BX_IA_CMOVLE_GqEq,0,BX_SUPPORT_X86_64,Y,,742551,
BX_IA_CMOVNLE_GqEq,0,BX_SUPPORT_X86_64,Y,,540838,
BX_IA_PUSH_Eq,0,BX_SUPPORT_X86_64,Y,,40157127,
BX_IA_POP_Eq,0,BX_SUPPORT_X86_64,Y,,38587234,
BX_IA_PUSH_Op64_Id,0,BX_SUPPORT_X86_64,Y,,114869,
BX_IA_PUSH_Op64_Sw,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_POP_Op64_Sw,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_SGDT_Op64_Ms,0,BX_SUPPORT_X86_64,Y,,0,IDT/GDT/LDTR/TR access - keep NNN for VMX
BX_IA_SIDT_Op64_Ms,0,BX_SUPPORT_X86_64,Y,,0,IDT/GDT/LDTR/TR access - keep NNN for VMX
BX_IA_LGDT_Op64_Ms,0,BX_SUPPORT_X86_64,Y,,0,IDT/GDT/LDTR/TR access - keep NNN for VMX
BX_IA_LIDT_Op64_Ms,0,BX_SUPPORT_X86_64,Y,,0,IDT/GDT/LDTR/TR access - keep NNN for VMX
BX_IA_MOV_RRXIq,0,BX_SUPPORT_X86_64,Y,,2237346,
BX_IA_LSS_GqMp,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_LFS_GqMp,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_LGS_GqMp,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_CMPXCHG16B,BX_ISA_CMPXCHG16B,BX_SUPPORT_X86_64,Y,,19656,
BX_IA_LOOPNE_Op64_Jb,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_LOOPE_Op64_Jb,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_LOOP_Op64_Jb,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_JRCXZ_Jb,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_MOVQ_EqVq,0,BX_SUPPORT_X86_64,Y,,7648,
BX_IA_MOVQ_PqEq,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_MOVQ_VdqEq,0,BX_SUPPORT_X86_64,Y,,7756,
BX_IA_CVTSI2SS_VssEq,0,BX_SUPPORT_X86_64,Y,,434,
BX_IA_CVTSI2SD_VsdEq,0,BX_SUPPORT_X86_64,Y,,8316,
BX_IA_CVTTSS2SI_GqWss,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_CVTTSD2SI_GqWsd,0,BX_SUPPORT_X86_64,Y,,1111,
BX_IA_CVTSS2SI_GqWss,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_CVTSD2SI_GqWsd,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_MOVNTI_Op64_MdGd,BX_ISA_SSE2,BX_SUPPORT_X86_64,Y,,0,
BX_IA_MOVNTI_MqGq,BX_ISA_SSE2,BX_SUPPORT_X86_64,Y,,0,
BX_IA_MOV_CR0Rq,0,BX_SUPPORT_X86_64,Y,,112959,
BX_IA_MOV_CR2Rq,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_MOV_CR3Rq,0,BX_SUPPORT_X86_64,Y,,9227,
BX_IA_MOV_CR4Rq,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_MOV_RqCR0,0,BX_SUPPORT_X86_64,Y,,76387,
BX_IA_MOV_RqCR2,0,BX_SUPPORT_X86_64,Y,,1184,
BX_IA_MOV_RqCR3,0,BX_SUPPORT_X86_64,Y,,72,
BX_IA_MOV_RqCR4,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_MOV_DqRq,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_MOV_RqDq,0,BX_SUPPORT_X86_64,Y,,0,
BX_IA_SWAPGS,0,BX_SUPPORT_X86_64,Y,,20289,
BX_IA_RDFSBASE_Ed,BX_ISA_FSGSBASE,BX_SUPPORT_X86_64,Y,,0,
BX_IA_RDGSBASE_Ed,BX_ISA_FSGSBASE,BX_SUPPORT_X86_64,Y,,0,
BX_IA_RDFSBASE_Eq,BX_ISA_FSGSBASE,BX_SUPPORT_X86_64,Y,,0,
BX_IA_RDGSBASE_Eq,BX_ISA_FSGSBASE,BX_SUPPORT_X86_64,Y,,0,
BX_IA_WRFSBASE_Ed,BX_ISA_FSGSBASE,BX_SUPPORT_X86_64,Y,,0,
BX_IA_WRGSBASE_Ed,BX_ISA_FSGSBASE,BX_SUPPORT_X86_64,Y,,0,
BX_IA_WRFSBASE_Eq,BX_ISA_FSGSBASE,BX_SUPPORT_X86_64,Y,,0,
BX_IA_WRGSBASE_Eq,BX_ISA_FSGSBASE,BX_SUPPORT_X86_64,Y,,0,
BX_IA_RDTSCP,BX_ISA_RDTSCP,,Y,,4,
BX_IA_VMXON_Mq,BX_ISA_VMX,,D,,0,VMX
BX_IA_VMXOFF,BX_ISA_VMX,,D,,0,VMX
BX_IA_VMCALL,BX_ISA_VMX,,D,,0,VMX
BX_IA_VMLAUNCH,BX_ISA_VMX,,D,,0,VMX
BX_IA_VMRESUME,BX_ISA_VMX,,D,,0,VMX
BX_IA_VMCLEAR_Mq,BX_ISA_VMX,,D,,0,VMX
BX_IA_VMPTRLD_Mq,BX_ISA_VMX,,D,,0,VMX
BX_IA_VMPTRST_Mq,BX_ISA_VMX,,D,,0,VMX
BX_IA_VMREAD_EdGd,BX_ISA_VMX,,D,,0,VMX
BX_IA_VMWRITE_GdEd,BX_ISA_VMX,,D,,0,VMX
BX_IA_VMREAD_EqGq,BX_ISA_VMX,BX_SUPPORT_X86_64,D,,0,VMX
BX_IA_VMWRITE_GqEq,BX_ISA_VMX,BX_SUPPORT_X86_64,D,,0,VMX
BX_IA_INVEPT,BX_ISA_VMX,BX_CPU_LEVEL>=6,D,,0,VMX
BX_IA_INVVPID,BX_ISA_VMX,BX_CPU_LEVEL>=6,D,,0,VMX
BX_IA_VMFUNC,BX_ISA_VMX,,D,,0,VMX
BX_IA_GETSEC,BX_ISA_SMX,,D,,0,SMX
BX_IA_VMRUN,BX_ISA_SVM,,N,AMD,0,SVM/AMD virtualization tech
BX_IA_VMMCALL,BX_ISA_SVM,,N,AMD,0,SVM/AMD virtualization tech
BX_IA_VMLOAD,BX_ISA_SVM,,N,AMD,0,SVM/AMD virtualization tech
BX_IA_VMSAVE,BX_ISA_SVM,,N,AMD,0,SVM/AMD virtualization tech
BX_IA_STGI,BX_ISA_SVM,,N,AMD,0,SVM/AMD virtualization tech
BX_IA_CLGI,BX_ISA_SVM,,N,AMD,0,SVM/AMD virtualization tech
BX_IA_SKINIT,BX_ISA_SVM,,N,AMD,0,SVM/AMD virtualization tech
BX_IA_INVLPGA,BX_ISA_SVM,,N,AMD,0,SVM/AMD virtualization tech
BX_IA_INVPCID,BX_ISA_INVPCID,BX_CPU_LEVEL>=6,Y,,0,
BX_IA_RDPKRU,BX_ISA_PKU,BX_SUPPORT_PKEYS,Y,,0,
BX_IA_WRPKRU,BX_ISA_PKU,BX_SUPPORT_PKEYS,Y,,0,
BX_IA_RDPID_Ed,BX_ISA_RDPID,,Y,,0,
BX_IA_VZEROUPPER,BX_ISA_AVX,BX_SUPPORT_AVX && BX_CPU_LEVEL>=6,Y,,5,AVX1/AVX2
BX_IA_VZEROALL,BX_ISA_AVX,BX_SUPPORT_AVX && BX_CPU_LEVEL>=6,Y,,0,AVX1/AVX2
BX_IA_VLDMXCSR,BX_ISA_AVX,BX_SUPPORT_AVX && BX_CPU_LEVEL>=6,Y,,0,AVX1/AVX2
BX_IA_VSTMXCSR,BX_ISA_AVX,BX_SUPPORT_AVX && BX_CPU_LEVEL>=6,Y,,40339,AVX1/AVX2
BX_IA_V128_VMOVAPS_VpsWps,BX_ISA_AVX,BX_SUPPORT_AVX && BX_CPU_LEVEL>=6,Y,,1372,AVX1/AVX2
BX_IA_V256_VMOVAPS_VpsWps,BX_ISA_AVX,BX_SUPPORT_AVX && BX_CPU_LEVEL>=6,Y,,37995,AVX1/AVX2
BX_IA_V128_VMOVAPS_WpsVps,BX_ISA_AVX,BX_SUPPORT_AVX && BX_CPU_LEVEL>=6,Y,,5332,AVX1/AVX2
BX_IA_V256_VMOVAPS_WpsVps,BX_ISA_AVX,BX_SUPPORT_AVX && BX_CPU_LEVEL>=6,Y,,71546,AVX1/AVX2
BX_IA_V128_VMOVAPD_VpdWpd,BX_ISA_AVX,BX_SUPPORT_AVX && BX_CPU_LEVEL>=6,Y,,390454,AVX1/AVX2
BX_IA_V256_VMOVAPD_VpdWpd,BX_ISA_AVX,BX_SUPPORT_AVX && BX_CPU_LEVEL>=6,Y,,0,AVX1/AVX2
BX_IA_V128_VMOVAPD_WpdVpd,BX_ISA_AVX,BX_SUPPORT_AVX && BX_CPU_LEVEL>=6,Y,,80928,AVX1/AVX2
BX_IA_V256_VMOVAPD_WpdVpd,BX_ISA_AVX,BX_SUPPORT_AVX && BX_CPU_LEVEL>=6,Y,,0,AVX1/AVX2
BX_IA_V128_VMOVUPS_VpsWps,BX_ISA_AVX,BX_SUPPORT_AVX && BX_CPU_LEVEL>=6,Y,,0,AVX1/AVX2
BX_IA_V256_VMOVUPS_VpsWps,BX_ISA_AVX,BX_SUPPORT_AVX && BX_CPU_LEVEL>=6,Y,,0,AVX1/AVX2
BX_IA_V128_VMOVUPS_WpsVps,BX_ISA_AVX,BX_SUPPORT_AVX && BX_CPU_LEVEL>=6,Y,,0,AVX1/AVX2
BX_IA_V256_VMOVUPS_WpsVps,BX_ISA_AVX,BX_SUPPORT_AVX && BX_CPU_LEVEL>=6,Y,,0,AVX1/AVX2
BX_IA_V128_VMOVUPD_VpdWpd,BX_ISA_AVX,BX_SUPPORT_AVX && BX_CPU_LEVEL>=6,Y,,0,AVX1/AVX2
BX_IA_V256_VMOVUPD_VpdWpd,BX_ISA_AVX,BX_SUPPORT_AVX && BX_CPU_LEVEL>=6,Y,,2,AVX1/AVX2
BX_IA_V128_VMOVUPD_WpdVpd,BX_ISA_AVX,BX_SUPPORT_AVX && BX_CPU_LEVEL>=6,Y,,12,AVX1/AVX2
BX_IA_V256_VMOVUPD_WpdVpd,BX_ISA_AVX,BX_SUPPORT_AVX && BX_CPU_LEVEL>=6,Y,,0,AVX1/AVX2
BX_IA_V128_VMOVDQA_VdqWdq,BX_ISA_AVX,BX_SUPPORT_AVX && BX_CPU_LEVEL>=6,Y,,29172,AVX1/AVX2
BX_IA_V256_VMOVDQA_VdqWdq,BX_ISA_AVX,BX_SUPPORT_AVX && BX_CPU_LEVEL>=6,Y,,13896,AVX1/AVX2
BX_IA_V128_VMOVDQA_WdqVdq,BX_ISA_AVX,BX_SUPPORT_AVX && BX_CPU_LEVEL>=6,Y,,19183,AVX1/AVX2
BX_IA_V256_VMOVDQA_WdqVdq,BX_ISA_AVX,BX_SUPPORT_AVX && BX_CPU_LEVEL>=6,Y,,13109,AVX1/AVX2
BX_IA_V128_VMOVDQU_VdqWdq,BX_ISA_AVX,BX_SUPPORT_AVX && BX_CPU_LEVEL>=6,Y,,1325,AVX1/AVX2
BX_IA_V256_VMOVDQU_VdqWdq,BX_ISA_AVX,BX_SUPPORT_AVX && BX_CPU_LEVEL>=6,Y,,0,AVX1/AVX2
BX_IA_V128_VMOVDQU_WdqVdq,BX_ISA_AVX,BX_SUPPORT_AVX && BX_CPU_LEVEL>=6,Y,,0,AVX1/AVX2
BX_IA_V256_VMOVDQU_WdqVdq,BX_ISA_AVX,BX_SUPPORT_AVX && BX_CPU_LEVEL>=6,Y,,0,AVX1/AVX2
BX_IA_V128_VMOVSD_VsdHpdWsd,BX_ISA_AVX,BX_SUPPORT_AVX && BX_CPU_LEVEL>=6,Y,,0,AVX1/AVX2
BX_IA_V128_VMOVSS_VssHpsWss,BX_ISA_AVX,BX_SUPPORT_AVX && BX_CPU_LEVEL>=6,Y,,0,AVX1/AVX2
BX_IA_V128_VMOVSD_WsdHpdVsd,BX_ISA_AVX,BX_SUPPORT_AVX && BX_CPU_LEVEL>=6,Y,,0,AVX1/AVX2
BX_IA_V128_VMOVSS_WssHpsVss,BX_ISA_AVX,BX_SUPPORT_AVX && BX_CPU_LEVEL>=6,Y,,0,AVX1/AVX2
BX_IA_V128_VMOVSD_VsdWsd,BX_ISA_AVX,BX_SUPPORT_AVX && BX_CPU_LEVEL>=6,Y,,534455,AVX1/AVX2
BX_IA_V128_VMOVSS_VssWss,BX_ISA_AVX,BX_SUPPORT_AVX && BX_CPU_LEVEL>=6,Y,,0,AVX1/AVX2
BX_IA_V128_VMOVSD_WsdVsd,BX_ISA_AVX,BX_SUPPORT_AVX && BX_CPU_LEVEL>=6,Y,,215514,AVX1/AVX2
BX_IA_V128_VMOVSS_WssVss,BX_ISA_AVX,BX_SUPPORT_AVX && BX_CPU_LEVEL>=6,Y,,0,AVX1/AVX2
BX_IA_V128_VMOVLPS_VpsHpsMq,BX_ISA_AVX,BX_SUPPORT_AVX && BX_CPU_LEVEL>=6,Y,,0,AVX1/AVX2
BX_IA_V128_VMOVHPS_VpsHpsMq,BX_ISA_AVX,BX_SUPPORT_AVX && BX_CPU_LEVEL>=6,Y,,0,AVX1/AVX2
