instruction,ISA,depend on macro,valid,why invalid,tested,comment
BX_IA_AAA,0,,Y,,0,
BX_IA_AAD,0,,Y,,0,
BX_IA_AAM,0,,Y,,0,
BX_IA_AAS,0,,Y,,0,
BX_IA_DAA,0,,Y,,0,
BX_IA_DAS,0,,Y,,0,
BX_IA_ADC_EbGb,0,,Y,,0,
BX_IA_AND_EbGb,0,,Y,,2701,
BX_IA_ADD_EbGb,0,,Y,,430,
BX_IA_CMP_EbGb,0,,Y,,822974,
BX_IA_OR_EbGb,0,,Y,,91491,
BX_IA_SBB_EbGb,0,,Y,,24,
BX_IA_SUB_EbGb,0,,Y,,0,
BX_IA_TEST_EbGb,0,,Y,,1628972,
BX_IA_XOR_EbGb,0,,Y,,35046,
BX_IA_ADC_EwGw,0,,Y,,0,
BX_IA_ADD_EwGw,0,,Y,,3683,
BX_IA_AND_EwGw,0,,Y,,24,
BX_IA_CMP_EwGw,0,,Y,,1737578,
BX_IA_OR_EwGw,0,,Y,,0,
BX_IA_SBB_EwGw,0,,Y,,0,
BX_IA_SUB_EwGw,0,,Y,,4,
BX_IA_TEST_EwGw,0,,Y,,104487,
BX_IA_XOR_EwGw,0,,Y,,208,
BX_IA_ADC_EdGd,0,,Y,,0,
BX_IA_ADD_EdGd,0,,Y,,3953232,
BX_IA_AND_EdGd,0,,Y,,642348,
BX_IA_CMP_EdGd,0,,Y,,23214049,
BX_IA_OR_EdGd,0,,Y,,902636,
BX_IA_SBB_EdGd,0,,Y,,502740,
BX_IA_SUB_EdGd,0,,Y,,2725282,
BX_IA_TEST_EdGd,0,,Y,,29627439,
BX_IA_XOR_EdGd,0,,Y,,12352521,
BX_IA_ADC_ALIb,0,,Y,,0,
BX_IA_ADD_ALIb,0,,Y,,26,
BX_IA_AND_ALIb,0,,Y,,412,
BX_IA_CMP_ALIb,0,,Y,,281906,
BX_IA_OR_ALIb,0,,Y,,1384,
BX_IA_SBB_ALIb,0,,Y,,0,
BX_IA_SUB_ALIb,0,,Y,,21,
BX_IA_TEST_ALIb,0,,Y,,1479247,
BX_IA_XOR_ALIb,0,,Y,,34,
BX_IA_ADC_AXIw,0,,Y,,0,
BX_IA_ADD_AXIw,0,,Y,,0,
BX_IA_AND_AXIw,0,,Y,,11154,
BX_IA_CMP_AXIw,0,,Y,,11330,
BX_IA_OR_AXIw,0,,Y,,0,
BX_IA_SBB_AXIw,0,,Y,,0,
BX_IA_SUB_AXIw,0,,Y,,241,
BX_IA_TEST_AXIw,0,,Y,,2590,
BX_IA_XOR_AXIw,0,,Y,,0,
BX_IA_ADC_EAXId,0,,Y,,0,
BX_IA_ADD_EAXId,0,,Y,,165442,
BX_IA_AND_EAXId,0,,Y,,326310,
BX_IA_CMP_EAXId,0,,Y,,453899,
BX_IA_OR_EAXId,0,,Y,,5819,
BX_IA_SBB_EAXId,0,,Y,,0,
BX_IA_SUB_EAXId,0,,Y,,256,
BX_IA_TEST_EAXId,0,,Y,,110061,
BX_IA_XOR_EAXId,0,,Y,,0,
BX_IA_ADD_EbIb,0,,Y,,58370,
BX_IA_OR_EbIb,0,,Y,,101986,
BX_IA_ADC_EbIb,0,,Y,,0,
BX_IA_SBB_EbIb,0,,Y,,0,
BX_IA_AND_EbIb,0,,Y,,247453,
BX_IA_SUB_EbIb,0,,Y,,1201,
BX_IA_XOR_EbIb,0,,Y,,590,
BX_IA_TEST_EbIb,0,,Y,,3853368,
BX_IA_CMP_EbIb,0,,Y,,2467324,
BX_IA_ADD_EwIw,0,,Y,,893852,
BX_IA_OR_EwIw,0,,Y,,24558,
BX_IA_ADC_EwIw,0,,Y,,0,
BX_IA_SBB_EwIw,0,,Y,,0,
BX_IA_AND_EwIw,0,,Y,,12537,
BX_IA_SUB_EwIw,0,,Y,,3255,
BX_IA_XOR_EwIw,0,,Y,,0,
BX_IA_TEST_EwIw,0,,Y,,107269,
BX_IA_CMP_EwIw,0,,Y,,578963,
BX_IA_ADD_EdId,0,,Y,,8042822,
BX_IA_OR_EdId,0,,Y,,329480,
BX_IA_ADC_EdId,0,,Y,,6633,
BX_IA_SBB_EdId,0,,Y,,621356,
BX_IA_AND_EdId,0,,Y,,3886990,
BX_IA_SUB_EdId,0,,Y,,2581774,
BX_IA_XOR_EdId,0,,Y,,67728,
BX_IA_TEST_EdId,0,,Y,,779305,
BX_IA_CMP_EdId,0,,Y,,7601941,
BX_IA_ADD_GbEb,0,,Y,,4,
BX_IA_OR_GbEb,0,,Y,,1952,
BX_IA_ADC_GbEb,0,,Y,,0,
BX_IA_SBB_GbEb,0,,Y,,0,
BX_IA_AND_GbEb,0,,Y,,162,
BX_IA_SUB_GbEb,0,,Y,,21,
BX_IA_XOR_GbEb,0,,Y,,185636,
BX_IA_CMP_GbEb,0,,Y,,82233,
BX_IA_ADC_GwEw,0,,Y,,0,
BX_IA_ADD_GwEw,0,,Y,,909,
BX_IA_AND_GwEw,0,,Y,,3831,
BX_IA_CMP_GwEw,0,,Y,,107610,
BX_IA_OR_GwEw,0,,Y,,59004,
BX_IA_SBB_GwEw,0,,Y,,0,
BX_IA_SUB_GwEw,0,,Y,,8738,
BX_IA_XOR_GwEw,0,,Y,,2309,
BX_IA_ADC_GdEd,0,,Y,,0,
BX_IA_ADD_GdEd,0,,Y,,3983210,
BX_IA_AND_GdEd,0,,Y,,83382,
BX_IA_CMP_GdEd,0,,Y,,1807214,
BX_IA_OR_GdEd,0,,Y,,132661,
BX_IA_SBB_GdEd,0,,Y,,1075,
BX_IA_SUB_GdEd,0,,Y,,256936,
BX_IA_XOR_GdEd,0,,Y,,805627,
BX_IA_INC_Eb,0,,Y,,49795,
BX_IA_INC_Ew,0,,Y,,134,
BX_IA_INC_Ed,0,,Y,,780226,
BX_IA_DEC_Eb,0,,Y,,19908,
BX_IA_DEC_Ew,0,,Y,,251,
BX_IA_DEC_Ed,0,,Y,,310353,
BX_IA_BSF_GwEw,0,,Y,,0,
BX_IA_BSR_GwEw,0,,Y,,0,
BX_IA_BSF_GdEd,0,,Y,,38576,
BX_IA_BSR_GdEd,0,,Y,,785,
BX_IA_BTC_EwGw,0,,Y,,0,
BX_IA_BTR_EwGw,0,,Y,,0,
BX_IA_BTS_EwGw,0,,Y,,0,
BX_IA_BTC_EdGd,0,,Y,,4,
BX_IA_BTR_EdGd,0,,Y,,31180,
BX_IA_BTS_EdGd,0,,Y,,30536,
BX_IA_BTC_EwIb,0,,Y,,0,
BX_IA_BTR_EwIb,0,,Y,,0,
BX_IA_BTS_EwIb,0,,Y,,0,
BX_IA_BTC_EdIb,0,,Y,,0,
BX_IA_BTR_EdIb,0,,Y,,87038,
BX_IA_BTS_EdIb,0,,Y,,9025,
BX_IA_BT_EwIb,0,,Y,,0,
BX_IA_BT_EdIb,0,,Y,,18334,
BX_IA_BT_EwGw,0,,Y,,0,
BX_IA_BT_EdGd,0,,Y,,388804,
BX_IA_BOUND_GwMa,0,,Y,,0,
BX_IA_BOUND_GdMa,0,,Y,,0,
BX_IA_ARPL_EwGw,0,,Y,,0,
BX_IA_CALL_Ed,0,,Y,,0,
BX_IA_CALL_Ew,0,,Y,,0,
BX_IA_CALL_Jd,0,,Y,,0,
BX_IA_CALL_Jw,0,,Y,,0,
BX_IA_CALLF_Op16_Ap,0,,N,not found in SDM,0,
BX_IA_CALLF_Op32_Ap,0,,N,not found in SDM,0,
BX_IA_CALLF_Op16_Ep,0,,N,not found in SDM,0,
BX_IA_CALLF_Op32_Ep,0,,N,not found in SDM,0,
BX_IA_CBW,0,,Y,,0,
BX_IA_CDQ,0,,Y,,91829,
BX_IA_CLC,0,,Y,,0,
BX_IA_CLD,0,,Y,,116089,
BX_IA_CLI,0,,Y,,982418,
BX_IA_CLTS,0,,Y,,0,
BX_IA_CMC,0,,Y,,0,
BX_IA_CWD,0,,Y,,0,
BX_IA_CWDE,0,,Y,,4,
BX_IA_HLT,0,,Y,,3676,
BX_IA_CLFLUSH,BX_ISA_CLFLUSH,,Y,,0,
BX_IA_CLFLUSHOPT,BX_ISA_CLFLUSHOPT,,Y,,0,
BX_IA_CLWB,BX_ISA_CLWB,,Y,,0,
BX_IA_CLZERO,BX_ISA_CLZERO,,N,AMD,0,
BX_IA_ENTER_Op16_IwIb,0,,Y,,0,
BX_IA_ENTER_Op32_IwIb,0,,Y,,0,
BX_IA_LEAVE_Op16,0,,Y,,0,
BX_IA_LEAVE_Op32,0,,Y,,0,
BX_IA_IMUL_GdEd,0,,Y,,657383,
BX_IA_IMUL_GdEdId,0,,Y,,74642,
BX_IA_IMUL_GwEw,0,,Y,,0,
BX_IA_IMUL_GwEwIw,0,,Y,,0,
BX_IA_IN_ALDX,0,,Y,,36,
BX_IA_IN_ALIb,0,,Y,,0,
BX_IA_IN_AXDX,0,,Y,,0,
BX_IA_IN_AXIb,0,,Y,,0,
BX_IA_IN_EAXDX,0,,Y,,0,
BX_IA_IN_EAXIb,0,,Y,,0,
BX_IA_OUT_DXAL,0,,Y,,31,
BX_IA_OUT_DXAX,0,,Y,,0,
BX_IA_OUT_DXEAX,0,,Y,,0,
BX_IA_OUT_IbAL,0,,Y,,0,
BX_IA_OUT_IbAX,0,,Y,,0,
BX_IA_OUT_IbEAX,0,,Y,,0,
BX_IA_INT_Ib,0,,Y,,0,
BX_IA_INT1,0,,N,not found in SDM,0,
BX_IA_INT3,0,,Y,,0,
BX_IA_INTO,0,,Y,,0,
BX_IA_IRET_Op16,0,,Y,,0,
BX_IA_IRET_Op32,0,,Y,,0,
BX_IA_JMP_Ed,0,,Y,,0,
BX_IA_JMP_Ew,0,,Y,,0,
BX_IA_JMP_Jw,0,,Y,,0,
BX_IA_JMP_Jd,0,,Y,,0,
BX_IA_JMPF_Ap,0,,N,not found in SDM,0,
BX_IA_JMPF_Op16_Ep,0,,N,not found in SDM,0,
BX_IA_JMPF_Op32_Ep,0,,N,not found in SDM,0,
BX_IA_JCXZ_Jb,0,,Y,,0,
BX_IA_JECXZ_Jb,0,,Y,,0,
BX_IA_LOOP_Op16_Jb,0,,Y,,0,
BX_IA_LOOPE_Op16_Jb,0,,Y,,0,
BX_IA_LOOPNE_Op16_Jb,0,,Y,,0,
BX_IA_LOOP_Op32_Jb,0,,Y,,0,
BX_IA_LOOPE_Op32_Jb,0,,Y,,0,
BX_IA_LOOPNE_Op32_Jb,0,,Y,,0,
BX_IA_JB_Jw,0,,Y,,0,
BX_IA_JBE_Jw,0,,Y,,0,
BX_IA_JL_Jw,0,,Y,,0,
BX_IA_JLE_Jw,0,,Y,,0,
BX_IA_JNB_Jw,0,,Y,,0,
BX_IA_JNBE_Jw,0,,Y,,0,
BX_IA_JNL_Jw,0,,Y,,0,
BX_IA_JNLE_Jw,0,,Y,,0,
BX_IA_JNO_Jw,0,,Y,,0,
BX_IA_JNP_Jw,0,,Y,,0,
BX_IA_JNS_Jw,0,,Y,,0,
BX_IA_JNZ_Jw,0,,Y,,0,
BX_IA_JO_Jw,0,,Y,,0,
BX_IA_JP_Jw,0,,Y,,0,
BX_IA_JS_Jw,0,,Y,,0,
BX_IA_JZ_Jw,0,,Y,,0,
BX_IA_JB_Jd,0,,Y,,0,
BX_IA_JBE_Jd,0,,Y,,0,
BX_IA_JL_Jd,0,,Y,,0,
BX_IA_JLE_Jd,0,,Y,,0,
BX_IA_JNB_Jd,0,,Y,,0,
BX_IA_JNBE_Jd,0,,Y,,0,
BX_IA_JNL_Jd,0,,Y,,0,
BX_IA_JNLE_Jd,0,,Y,,0,
BX_IA_JNO_Jd,0,,Y,,0,
BX_IA_JNP_Jd,0,,Y,,0,
BX_IA_JNS_Jd,0,,Y,,0,
BX_IA_JNZ_Jd,0,,Y,,0,
BX_IA_JO_Jd,0,,Y,,0,
BX_IA_JP_Jd,0,,Y,,0,
BX_IA_JS_Jd,0,,Y,,0,
BX_IA_JZ_Jd,0,,Y,,0,
BX_IA_SAHF,0,,Y,,0,
BX_IA_LAHF,0,,Y,,0,
BX_IA_LDS_GdMp,0,,Y,,0,
BX_IA_LDS_GwMp,0,,Y,,0,
BX_IA_LES_GdMp,0,,Y,,0,
BX_IA_LES_GwMp,0,,Y,,0,
BX_IA_LFS_GdMp,0,,Y,,0,
BX_IA_LFS_GwMp,0,,Y,,0,
BX_IA_LSS_GdMp,0,,Y,,0,
BX_IA_LSS_GwMp,0,,Y,,0,
BX_IA_LGS_GdMp,0,,Y,,0,
BX_IA_LGS_GwMp,0,,Y,,0,
BX_IA_LAR_GwEw,0,,Y,,0,
BX_IA_LSL_GwEw,0,,Y,,0,
BX_IA_LAR_GdEw,0,,Y,,0,
BX_IA_LSL_GdEw,0,,Y,,1853,
BX_IA_LEA_GdM,0,,Y,,4514965,
BX_IA_LEA_GwM,0,,Y,,0,
BX_IA_SIDT_Ms,0,,Y,,0,IDT/GDT/LDTR/TR access - keep NNN for VMX
BX_IA_LIDT_Ms,0,,Y,,0,IDT/GDT/LDTR/TR access - keep NNN for VMX
BX_IA_SGDT_Ms,0,,Y,,0,IDT/GDT/LDTR/TR access - keep NNN for VMX
BX_IA_LGDT_Ms,0,,Y,,0,IDT/GDT/LDTR/TR access - keep NNN for VMX
BX_IA_SLDT_Ew,0,,Y,,0,IDT/GDT/LDTR/TR access - keep NNN for VMX
BX_IA_LLDT_Ew,0,,Y,,0,IDT/GDT/LDTR/TR access - keep NNN for VMX
BX_IA_STR_Ew,0,,Y,,0,IDT/GDT/LDTR/TR access - keep NNN for VMX
BX_IA_LTR_Ew,0,,Y,,0,IDT/GDT/LDTR/TR access - keep NNN for VMX
BX_IA_SMSW_Ew,0,,Y,,0,
BX_IA_LMSW_Ew,0,,Y,,0,
BX_IA_MOV_CR0Rd,0,,Y,,0,
BX_IA_MOV_CR2Rd,0,,Y,,0,
BX_IA_MOV_CR3Rd,0,,Y,,0,
BX_IA_MOV_CR4Rd,BX_ISA_PENTIUM,,Y,,0,
BX_IA_MOV_RdCR0,0,,Y,,0,
BX_IA_MOV_RdCR2,0,,Y,,0,
BX_IA_MOV_RdCR3,0,,Y,,0,
BX_IA_MOV_RdCR4,BX_ISA_PENTIUM,,Y,,0,
BX_IA_MOV_RdDd,0,,Y,,0,
BX_IA_MOV_DdRd,0,,Y,,0,
BX_IA_MOV_EbIb,0,,Y,,978355,
BX_IA_MOV_EdId,0,,Y,,9450700,
BX_IA_MOV_EwIw,0,,Y,,15843,
BX_IA_MOV_GbEb,0,,Y,,113109,
BX_IA_MOV_EbGb,0,,Y,,1122080,
BX_IA_MOV_GwEw,0,,Y,,2185,
BX_IA_MOV_EwGw,0,,Y,,388214,
BX_IA_MOV_Op32_GdEd,0,,Y,,0,
BX_IA_MOV_Op32_EdGd,0,,Y,,0,
BX_IA_MOV_EwSw,0,,Y,,57182,
BX_IA_MOV_SwEw,0,,Y,,1180,
BX_IA_MOV_ALOd,0,,Y,,0,
BX_IA_MOV_AXOd,0,,Y,,0,
BX_IA_MOV_EAXOd,0,,Y,,0,
BX_IA_MOV_OdAL,0,,Y,,0,
BX_IA_MOV_OdAX,0,,Y,,0,
BX_IA_MOV_OdEAX,0,,Y,,0,
BX_IA_MOVSX_GdEb,0,,Y,,231458,
BX_IA_MOVSX_GdEw,0,,Y,,134516,
BX_IA_MOVSX_GwEb,0,,Y,,1918,
BX_IA_MOVZX_GdEb,0,,Y,,22884662,
BX_IA_MOVZX_GdEw,0,,Y,,3696522,
BX_IA_MOVZX_GwEb,0,,Y,,618,
BX_IA_NOP,0,,Y,,38888727,
BX_IA_PAUSE,0,,Y,,100534,
BX_IA_POP_Ew,0,,Y,,0,
BX_IA_POP_Ed,0,,Y,,0,
BX_IA_POP_Op16_Sw,0,,Y,,0,
BX_IA_POP_Op32_Sw,0,,Y,,0,
BX_IA_POPA_Op16,0,,Y,,0,
BX_IA_POPA_Op32,0,,Y,,0,
BX_IA_POPF_Fd,0,,Y,,0,
BX_IA_POPF_Fw,0,,Y,,0,
BX_IA_PUSH_Ew,0,,Y,,0,
BX_IA_PUSH_Ed,0,,Y,,0,
BX_IA_PUSH_Id,0,,Y,,0,
BX_IA_PUSH_Iw,0,,Y,,0,
BX_IA_PUSH_Op16_Sw,0,,Y,,0,
BX_IA_PUSH_Op32_Sw,0,,Y,,0,
BX_IA_PUSHA_Op16,0,,Y,,0,
BX_IA_PUSHA_Op32,0,,Y,,0,
BX_IA_PUSHF_Fd,0,,Y,,0,
BX_IA_PUSHF_Fw,0,,Y,,0,
BX_IA_REP_CMPSB_XbYb,0,,Y,,19081,
BX_IA_REP_CMPSD_XdYd,0,,Y,,0,
BX_IA_REP_CMPSW_XwYw,0,,Y,,0,
BX_IA_REP_INSB_YbDX,0,,Y,,0,
BX_IA_REP_INSD_YdDX,0,,Y,,0,
BX_IA_REP_INSW_YwDX,0,,Y,,0,
BX_IA_REP_LODSB_ALXb,0,,Y,,0,
BX_IA_REP_LODSD_EAXXd,0,,Y,,0,
BX_IA_REP_LODSW_AXXw,0,,Y,,0,
BX_IA_REP_MOVSB_YbXb,0,,Y,,841211,
BX_IA_REP_MOVSD_YdXd,0,,Y,,1171,
BX_IA_REP_MOVSW_YwXw,0,,Y,,0,
BX_IA_REP_OUTSB_DXXb,0,,Y,,0,
BX_IA_REP_OUTSD_DXXd,0,,Y,,0,
BX_IA_REP_OUTSW_DXXw,0,,Y,,0,
BX_IA_REP_SCASB_ALYb,0,,Y,,280485,
BX_IA_REP_SCASD_EAXYd,0,,Y,,0,
BX_IA_REP_SCASW_AXYw,0,,Y,,0,
BX_IA_REP_STOSB_YbAL,0,,Y,,2919729,
BX_IA_REP_STOSD_YdEAX,0,,Y,,2279,
BX_IA_REP_STOSW_YwAX,0,,Y,,2,
BX_IA_RETF_Op16,0,,N,not found in SDM,0,
BX_IA_RETF_Op16_Iw,0,,N,not found in SDM,0,
BX_IA_RETF_Op32,0,,N,not found in SDM,0,
BX_IA_RETF_Op32_Iw,0,,N,not found in SDM,0,
BX_IA_RET_Op16,0,,Y,,0,
BX_IA_RET_Op16_Iw,0,,Y,,0,
BX_IA_RET_Op32,0,,Y,,0,
BX_IA_RET_Op32_Iw,0,,Y,,0,
BX_IA_NOT_Eb,0,,Y,,82,
BX_IA_NEG_Eb,0,,Y,,5,
BX_IA_NOT_Ew,0,,Y,,0,
BX_IA_NEG_Ew,0,,Y,,0,
BX_IA_NOT_Ed,0,,Y,,146922,
BX_IA_NEG_Ed,0,,Y,,83042,
BX_IA_ROL_Eb,0,,Y,,0,
BX_IA_ROR_Eb,0,,Y,,0,
BX_IA_RCL_Eb,0,,Y,,0,
BX_IA_RCR_Eb,0,,Y,,0,
BX_IA_SHL_Eb,0,,Y,,14,
BX_IA_SHR_Eb,0,,Y,,0,
BX_IA_SAR_Eb,0,,Y,,0,
BX_IA_ROL_Ew,0,,Y,,0,
BX_IA_ROR_Ew,0,,Y,,0,
BX_IA_RCL_Ew,0,,Y,,0,
BX_IA_RCR_Ew,0,,Y,,0,
BX_IA_SHL_Ew,0,,Y,,2,
BX_IA_SHR_Ew,0,,Y,,0,
BX_IA_SAR_Ew,0,,Y,,0,
BX_IA_ROL_Ed,0,,Y,,17766,
BX_IA_ROR_Ed,0,,Y,,0,
BX_IA_RCL_Ed,0,,Y,,0,
BX_IA_RCR_Ed,0,,Y,,0,
BX_IA_SHL_Ed,0,,Y,,424542,
BX_IA_SHR_Ed,0,,Y,,171338,
BX_IA_SAR_Ed,0,,Y,,46652,
BX_IA_ROL_EbIb,0,,Y,,0,
BX_IA_ROR_EbIb,0,,Y,,0,
BX_IA_RCL_EbIb,0,,Y,,0,
BX_IA_RCR_EbIb,0,,Y,,0,
BX_IA_SHL_EbIb,0,,Y,,39,
BX_IA_SHR_EbIb,0,,Y,,55326,
BX_IA_SAR_EbIb,0,,Y,,520,
BX_IA_ROL_EwIb,0,,Y,,262,
BX_IA_ROR_EwIb,0,,Y,,0,
BX_IA_RCL_EwIb,0,,Y,,0,
BX_IA_RCR_EwIb,0,,Y,,0,
BX_IA_SHL_EwIb,0,,Y,,6,
BX_IA_SHR_EwIb,0,,Y,,42812,
BX_IA_SAR_EwIb,0,,Y,,380,
BX_IA_ROL_EdIb,0,,Y,,1408,
BX_IA_ROR_EdIb,0,,Y,,1254783,
BX_IA_RCL_EdIb,0,,Y,,0,
BX_IA_RCR_EdIb,0,,Y,,0,
BX_IA_SHL_EdIb,0,,Y,,569987,
BX_IA_SHR_EdIb,0,,Y,,2457421,
BX_IA_SAR_EdIb,0,,Y,,597955,
BX_IA_SETB_Eb,0,,Y,,6124,
BX_IA_SETBE_Eb,0,,Y,,76896,
BX_IA_SETL_Eb,0,,Y,,1031,
BX_IA_SETLE_Eb,0,,Y,,1965,
BX_IA_SETNB_Eb,0,,Y,,67766,
BX_IA_SETNBE_Eb,0,,Y,,47805,
BX_IA_SETNL_Eb,0,,Y,,2101,
BX_IA_SETNLE_Eb,0,,Y,,10685,
BX_IA_SETNO_Eb,0,,Y,,0,
BX_IA_SETNP_Eb,0,,Y,,20415,
BX_IA_SETNS_Eb,0,,Y,,1,
BX_IA_SETNZ_Eb,0,,Y,,486306,
BX_IA_SETO_Eb,0,,Y,,33,
BX_IA_SETP_Eb,0,,Y,,5320,
BX_IA_SETS_Eb,0,,Y,,8323,
BX_IA_SETZ_Eb,0,,Y,,454177,
BX_IA_SHLD_EdGd,0,,Y,,0,
BX_IA_SHLD_EdGdIb,0,,Y,,0,
BX_IA_SHLD_EwGw,0,,Y,,0,
BX_IA_SHLD_EwGwIb,0,,Y,,0,
BX_IA_SHRD_EdGd,0,,Y,,0,
BX_IA_SHRD_EdGdIb,0,,Y,,0,
BX_IA_SHRD_EwGw,0,,Y,,0,
BX_IA_SHRD_EwGwIb,0,,Y,,0,
BX_IA_RSM,0,,Y,,0,
BX_IA_SALC,0,,N,not found in SDM,0,
BX_IA_STC,0,,Y,,0,
BX_IA_STD,0,,Y,,0,
BX_IA_STI,0,,Y,,277507,
BX_IA_MUL_ALEb,0,,Y,,0,
BX_IA_IMUL_ALEb,0,,Y,,0,
BX_IA_DIV_ALEb,0,,Y,,0,
BX_IA_IDIV_ALEb,0,,Y,,0,
BX_IA_MUL_AXEw,0,,Y,,0,
BX_IA_IMUL_AXEw,0,,Y,,0,
BX_IA_DIV_AXEw,0,,Y,,0,
BX_IA_IDIV_AXEw,0,,Y,,0,
BX_IA_MUL_EAXEd,0,,Y,,4284,
BX_IA_IMUL_EAXEd,0,,Y,,36351,
BX_IA_DIV_EAXEd,0,,Y,,137027,
BX_IA_IDIV_EAXEd,0,,Y,,84683,
BX_IA_VERR_Ew,0,,Y,,0,
BX_IA_VERW_Ew,0,,Y,,0,
BX_IA_XCHG_EbGb,0,,Y,,0,
BX_IA_XCHG_EwGw,0,,Y,,33,
BX_IA_XCHG_EdGd,0,,Y,,8217,
BX_IA_XCHG_RXAX,0,,Y,,0,
BX_IA_XCHG_ERXEAX,0,,Y,,2735,
BX_IA_XLAT,0,,Y,,0,
BX_IA_SYSENTER,BX_ISA_SYSENTER_SYSEXIT,,Y,,0,
BX_IA_SYSEXIT,BX_ISA_SYSENTER_SYSEXIT,,Y,,0,
BX_IA_MONITOR,BX_ISA_MONITOR_MWAIT,,D,,0,
BX_IA_MWAIT,BX_ISA_MONITOR_MWAIT,,D,,0,
BX_IA_MONITORX,BX_ISA_MONITORX_MWAITX,,N,AMD,0,
BX_IA_MWAITX,BX_ISA_MONITORX_MWAITX,,N,AMD,0,
BX_IA_FWAIT,BX_ISA_X87,,Y,,2,
BX_IA_FLD_STi,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FLD_SINGLE_REAL,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FLD_DOUBLE_REAL,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FLD_EXTENDED_REAL,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FILD_WORD_INTEGER,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FILD_DWORD_INTEGER,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FILD_QWORD_INTEGER,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FBLD_PACKED_BCD,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FST_STi,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FSTP_STi,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FST_SINGLE_REAL,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FSTP_SINGLE_REAL,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FST_DOUBLE_REAL,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FSTP_DOUBLE_REAL,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FSTP_EXTENDED_REAL,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FIST_WORD_INTEGER,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FISTP_WORD_INTEGER,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FIST_DWORD_INTEGER,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FISTP_DWORD_INTEGER,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FISTP_QWORD_INTEGER,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FBSTP_PACKED_BCD,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FISTTP_Mw,BX_ISA_SSE3,BX_SUPPORT_FPU,Y,,0,
BX_IA_FISTTP_Md,BX_ISA_SSE3,BX_SUPPORT_FPU,Y,,0,
BX_IA_FISTTP_Mq,BX_ISA_SSE3,BX_SUPPORT_FPU,Y,,0,
BX_IA_FNINIT,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FNCLEX,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FRSTOR,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FNSAVE,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FLDENV,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FNSTENV,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FLDCW,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FNSTCW,BX_ISA_X87,BX_SUPPORT_FPU,Y,,6,
BX_IA_FNSTSW,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FNSTSW_AX,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FLD1,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FLDL2T,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FLDL2E,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FLDPI,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FLDLG2,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FLDLN2,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FLDZ,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FADD_ST0_STj,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FADD_STi_ST0,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FADDP_STi_ST0,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
BX_IA_FADD_SINGLE_REAL,BX_ISA_X87,BX_SUPPORT_FPU,Y,,0,
